Query: 301
(266483, 11.80874)
(197589, 11.443283)
(191299, 11.414087)
(286978, 11.393606)
(204980, 11.341401)
(221678, 11.340718)
(280362, 11.290477)Query: 379
(524382, 10.219724)
(410208, 9.82585)
(351793, 9.584274)
(496824, 9.558016)
(30526, 9.521254)
(358566, 9.074863)
(514117, 9.011843)
(45906, 8.985585)
(433841, 8.817532)
(482750, 8.74926)Query: 380
(360256, 18.460048)
(417568, 17.114019)
(224004, 16.659735)
(484514, 16.171568)
(503593, 15.456641)
(210923, 15.408561)
(349214, 14.654611)
(511004, 14.107323)
(354547, 14.07355)
(246596, 13.897219)Query: 381
(167324, 13.076668)
(128104, 12.363127)
(147775, 11.95131)
(477258, 11.945508)
(336559, 10.704853)
(496427, 10.62588)
(118611, 10.471249)
(434468, 10.248267)
(439022, 9.948171)
(254594, 9.895944)Query: 382
(148284, 23.498835)
(5383, 23.054824)
(91286, 22.658965)
(62179, 22.639163)
(62182, 22.019328)
(148282, 20.906432)
(41251, 20.089676)
(172325, 19.822565)
(148283, 19.554375)
(11165, 19.25387)Query: 383
(419463, 19.803103)
(422366, 19.00865)
(432584, 18.75757)
(419467, 18.477404)
(414098, 17.558465)
(306460, 17.326329)
(459635, 17.303685)
(451476, 16.656634)
(526480, 16.563407)
(434980, 16.549883)Query: 384
(108, 21.930999)
(490082, 20.730309)
(483538, 20.302517)
(457979, 20.031268)
(246801, 19.107269)
(407021, 18.59827)
(442803, 18.469284)
(124948, 17.923714)
(519279, 17.779836)
(417082, 17.725069)Query: 385
(326063, 19.480604)
(62179, 16.997929)
(455558, 15.735343)
(91268, 15.602068)
(198081, 15.564951)
(393978, 15.357303)
(36995, 15.199975)
(338307, 15.082946)
(5383, 15.042719)
(154248, 14.071081)Query: 386
(444092, 18.348355)
(455313, 18.3371)
(156571, 18.009877)
(160492, 17.753269)
(445117, 17.429517)
(163501, 16.93622)
(417191, 16.8461)
(416350, 16.674445)
(504794, 16.434751)
(136770, 16.1667)Query: 387
(116996, 18.113641)
(94152, 18.005973)
(153830, 17.762867)
(153852, 17.749879)
(11088, 17.720421)
(153853, 17.680315)
(58433, 17.557111)
(100975, 17.343677)
(387417, 17.260731)
(101806, 17.232415)Query: 388
(100946, 14.530101)
(63834, 13.356166)
(457189, 13.12092)
(49946, 12.615313)
(156032, 12.613962)
(431367, 12.328437)
(405638, 12.158605)
(153858, 12.043585)
(153853, 11.962669)
(61435, 11.911927)Query: 389
(214812, 11.796888)
(81329, 11.229849)
(112343, 11.203255)
(75412, 11.200319)
(88537, 11.14425)
(260947, 11.143915)
(9991, 10.9711)
(279267, 10.861256)
(52349, 10.736772)
(86978, 10.734321)Query: 390
(471572, 17.7075)
(250233, 15.675592)
(430505, 14.686587)
(167452, 14.60408)
(400625, 14.568081)
(49742, 13.871638)
(461375, 13.366112)
(110607, 13.005928)
(487676, 12.827206)
(481250, 12.558123)Query: 391
(291328, 18.555705)
(367413, 18.21825)
(260116, 18.142972)
(245688, 17.733297)
(194365, 17.436624)
(239587, 17.307722)
(322762, 17.120479)
(353542, 17.05073)
(303360, 16.935878)
(371170, 16.770108)Query: 392
(283445, 13.421373)
(206883, 13.401732)
(392068, 13.303526)
(62219, 13.264244)
(80039, 13.179133)
(223035, 13.172586)
(447735, 13.080928)
(209101, 13.002364)
(241760, 12.98927)
(93631, 12.963082)Query: 393
(319655, 12.989437)
(99259, 12.857235)
(486041, 12.793696)
(438221, 12.752285)
(403997, 12.346258)
(187480, 12.330727)
(462184, 12.267557)
(50447, 12.262497)
(406386, 12.13086)
(420282, 11.916225)Query: 394
(436099, 7.524138)
(412812, 7.449828)
(478432, 7.371109)
(403924, 7.283359)
(396753, 7.274216)
(437045, 7.244338)
(468894, 7.230683)
(450188, 7.186031)
(452827, 7.10787)
(430060, 7.095603)Query: 395
(125000, 9.727216)
(31333, 9.56341)
(157354, 9.471871)
(119168, 9.462235)
(97674, 9.457417)
(115131, 9.438146)
(90351, 9.433328)
(28336, 9.418874)
(162541, 9.394785)
(86581, 9.365878)Query: 396
(368070, 24.157128)
(373724, 22.895839)
(367005, 22.396339)
(374292, 21.752254)
(486403, 21.212095)
(182963, 17.498883)
(182944, 17.355472)
(182947, 16.531994)
(183001, 15.585205)
(438819, 13.618028)Query: 397
(100564, 12.094964)
(437765, 11.739046)
(126435, 10.361528)
(89414, 10.200549)
(518803, 9.800703)
(71709, 9.464984)
(7227, 9.445949)
(58101, 9.217533)
(131613, 9.165188)
(92018, 9.093808)Query: 398
(353739, 17.750854)
(127092, 16.03494)
(103995, 15.900166)
(334544, 15.843183)
(328657, 15.738851)
(350043, 15.629655)
(350182, 15.609053)
(91353, 15.202791)
(108761, 15.159875)
(82588, 14.990716)Query: 399
(198552, 20.315226)
(348010, 19.935965)
(184024, 17.313786)
(153344, 16.339246)
(52510, 15.142529)
(80257, 15.142529)
(127702, 15.026445)
(143010, 13.723032)
(458799, 13.692245)
(153343, 13.253935)Query: 400
(517545, 28.205867)
(465865, 27.331425)
(486942, 26.52088)
(511711, 26.363152)
(476270, 26.147808)
(412610, 26.000286)
(470679, 25.993613)
(397788, 25.914721)
(506172, 24.673228)
(519057, 24.411417)Query: 401
(48161, 11.610016)
(241921, 11.228885)
(209949, 11.076782)
(342777, 11.04782)
(114363, 10.998596)
(77412, 10.890686)
(192117, 10.412313)
(82130, 10.300604)
(341938, 10.283154)
(197106, 10.268693)Query: 402
(513951, 16.722193)
(402343, 13.901292)
(170712, 13.455155)
(459516, 12.992517)
(451275, 12.356136)
(455364, 11.816698)
(442147, 11.542799)
(517895, 11.521031)
(356525, 11.474885)
(260728, 11.108056)Query: 403
(459190, 16.64519)
(179958, 16.24368)
(412872, 16.025469)
(179974, 15.981826)
(503795, 15.658873)
(521454, 14.724927)
(463170, 14.445616)
(421550, 14.288503)
(179975, 13.476756)
(509470, 12.176214)Query: 404
(100491, 16.627714)
(360639, 15.544278)
(46570, 15.321681)
(385810, 15.240542)
(46508, 15.021522)
(352902, 14.939531)
(304848, 14.843479)
(360631, 14.835353)
(354985, 14.826361)
(294863, 14.822775)Query: 405
(42535, 18.093177)
(93621, 15.675206)
(42536, 15.598081)
(41270, 15.034917)
(465815, 14.216026)
(42503, 12.987317)
(426346, 12.56406)
(448729, 12.356144)
(432642, 12.252186)
(498792, 11.762099)Query: 406
(426493, 20.956786)
(518387, 20.900613)
(472996, 20.864855)
(428510, 20.740353)
(207029, 19.599663)
(458727, 18.534888)
(511957, 18.130956)
(271601, 18.055685)
(396067, 17.693211)
(461762, 17.604388)Query: 407
(494486, 22.997873)
(239839, 19.207213)
(474621, 17.983106)
(271712, 17.232471)
(236858, 17.039687)
(402644, 15.934628)
(126841, 15.872556)
(406855, 15.85815)
(418193, 15.741441)
(11024, 15.69491)Query: 408
(428670, 20.039548)
(519944, 19.778822)
(400627, 19.237059)
(492654, 19.185303)
(397540, 18.96516)
(481516, 18.885517)
(402310, 18.639046)
(522135, 18.372649)
(497685, 17.925792)
(463536, 17.84508)Query: 409
(246766, 22.430748)
(365624, 21.326543)
(408022, 20.552019)
(496462, 20.449339)
(365749, 20.263045)
(402223, 19.766618)
(416985, 19.455984)
(514134, 19.289322)
(516750, 19.131993)
(367394, 18.955489)Query: 410
(116801, 19.596685)
(68943, 18.909919)
(18302, 18.35678)
(189470, 17.796148)
(269595, 17.229005)
(36448, 17.208864)
(278289, 17.184622)
(344097, 17.131424)
(212725, 17.054942)
(262295, 16.965075)Query: 411
(358761, 21.284426)
(222740, 17.294222)
(220049, 16.500295)
(378979, 16.255143)
(257953, 16.162365)
(484239, 15.75032)
(217306, 15.670012)
(478739, 14.456536)
(466430, 13.040258)
(178753, 12.723681)Query: 412
(518205, 10.546879)
(244021, 10.293674)
(21806, 10.221858)
(80425, 10.057682)
(456562, 10.035915)
(36708, 9.966539)
(456607, 9.917141)
(274533, 9.900899)
(6975, 9.862951)
(166960, 9.862091)Query: 413
(31297, 11.279561)
(126376, 11.085042)
(86969, 11.05132)
(92782, 10.995595)
(104732, 10.955242)
(79049, 10.934662)
(386162, 10.787569)
(96622, 10.755077)
(220394, 10.693212)
(220413, 10.693212)Query: 414
(504144, 22.940126)
(313036, 22.491265)
(391417, 22.280506)
(338167, 21.855396)
(442100, 21.237332)
(206312, 20.984463)
(318274, 20.787296)
(383964, 20.22934)
(64075, 20.195703)
(262132, 20.129507)Query: 415
(10872, 23.872217)
(320269, 23.663351)
(10814, 22.078929)
(34442, 20.202431)
(31184, 20.174963)
(82551, 19.907146)
(110398, 19.607949)
(507669, 19.124342)
(76529, 19.072623)
(206032, 18.88111)Query: 416
(77157, 19.746674)
(80068, 19.631397)
(121961, 19.500801)
(44850, 19.215138)
(5302, 19.211852)
(5334, 19.211852)
(10719, 19.095232)
(35156, 18.876741)
(77156, 18.723805)
(73562, 18.721674)Query: 417
(482443, 9.127895)
(124194, 8.983452)
(482427, 8.927538)
(229913, 8.7365)
(524285, 8.722522)
(49801, 8.671267)
(225498, 8.568759)
(484088, 8.526824)
(400568, 8.480229)
(479581, 8.405678)Query: 418
(451883, 15.355683)
(443614, 15.29567)
(449997, 15.108132)
(396245, 14.515509)
(468060, 14.245453)
(403382, 13.825366)
(411224, 13.660331)
(457714, 13.570313)
(247862, 13.180232)
(436510, 11.859958)Query: 419
(126953, 21.908585)
(126811, 20.078257)
(402906, 17.627323)
(94030, 16.741385)
(299462, 15.529859)
(156192, 15.349091)
(397310, 14.926281)
(427286, 14.616686)
(101072, 14.412204)
(502480, 14.330383)Query: 420
(515361, 31.191114)
(483110, 25.580779)
(506042, 25.530326)
(413145, 25.126319)
(474081, 24.528228)
(467075, 24.349239)
(523204, 23.50454)
(440685, 23.187783)
(441374, 22.711653)
(414340, 22.707757)Query: 421
(283137, 16.61481)
(224244, 16.366104)
(78199, 16.085809)
(39634, 15.957079)
(104761, 15.944567)
(321805, 15.819377)
(294051, 15.660221)
(329221, 15.305037)
(152213, 15.265095)
(335509, 15.203924)Query: 422
(519689, 17.987829)
(369826, 15.434672)
(351498, 15.020954)
(383172, 14.771919)
(385567, 14.771919)
(506524, 14.426479)
(430567, 14.211979)
(472316, 14.207425)
(440438, 14.058073)
(523317, 14.04558)Query: 423
